"words"	"Freq"
"(13/62)"	1
"13-63"	1
"13-63%)"	1
"(13/64)"	1
"1364)"	1
"1365"	1
"(13/65)"	1
"(13/66)"	1
"(13/681"	1
"(136)division"	1
"136-kg"	1
"$137"	1
"1370027"	1
"1-37-1"	1
"137/141"	1
"(137-175)"	1
"137(22)"	1
"1373"	1
"137316)"	1
"(137/338)"	1
"1373-4"	1
"1375"	1
"(13/751)"	1
"1375-87)"	1
"13766m/z"	1
"1377"	1
"(-1377g>a"	1
"1378/chest"	1
"13/79"	1
"(137)institute"	1
"(1/38)"	1
"1-38"	1
"1/38"	1
"1%/38"	1
"1%±38"	1
"(13806"	1
"(138/155)"	1
"1384"	1
"138-43"	1
"138±48"	1
"1-385"	1
"1388"	1
"-1389/-1380"	1
"[13·9%]"	1
"13-9"	1
"139)]"	1
"(1390"	1
"(139/235 = 59"	1
"13926947846@sina"	1
"1393"	1
"139-30"	1
"1·39-3·20"	1
"-1394"	1
"1394205"	1
"(139 ± 46 pg/ml)"	1
"139-47"	1
"(139/478"	1
"-1394g"	1
"-1394tg"	1
"(13/95)"	1
"13-95"	1
"1395–1402"	1
"1396"	1
"1397"	1
"139/812])"	1
"139 genes"	1
"13-acetate"	1
"13c"	1
"13carbon"	1
"(13)centrum"	1
"(13)channing"	1
"(13)clinica"	1
"(13co2)"	1
"(13)comando"	1
"(13%/cycle"	1
"(13)david"	1
"13-days"	1
"(13)decode"	1
"13e(-6))"	1
"13-eotre"	1
"(13)faculty"	1
"(13)gynaecological"	1
"1-3 h"	1
"(13)hasso"	1
"(13)hellenic"	1
"(13)human"	1
"(13)jinomer"	1
"(13)karmanos"	1
"13-kg"	1
"(13)laboratory"	1
"(13)landeskrankenanstalten-betriebsgesellschaft"	1
"(13)leuven"	1
"(13)m"	1
"13 mm"	1
"(13)mrc"	1
"13 ng/ml"	1
"(13 pm-129 nm)"	1
"(13 pm-130 nm)"	1
"(13 pm-33 nm)"	1
"(13)population"	1
"(13)precision"	1
"(13)professor"	1
"(∼1/3rd"	1
"13-retro"	1
"13-retro-antiprogestin"	1
"13-retro-steroids"	1
"(13)section"	1
"(13)service"	1
"(13)unit"	1
"(13)universitätsklinik"	1
"(13)vanderbilt"	1
"1-3-year"	1
"(13 %)"	1
"13 447"	1
"1-3 cm"	1
"1-3 days"	1
"13 differentially"	1
"13 mm"	1
"~1-3 weeks"	1
"13 years"	1
"(1-3 years)"	1
"13 ± 1"	1
"=14"	1
"=≥14"	1
"- 14"	1
"(<14%)"	1
"(±14"	1
"(1-4"	1
"(1±4)"	1
"[14]"	1
"+14"	1
"+14%"	1
"1-4%"	1
"1+/-4"	1
"1±4"	1
"1 ± 4"	1
"[1/40"	1
"14+/-0"	1
"14±0"	1
"14 ± 0"	1
"14000"	1
"-1401"	1
"140 137/2015-7"	1
"140 ± 14 ng/l"	1
"(1402)"	1
"(140±27)"	1
"140/325)"	1
"14033"	1
"1405"	1
"140+/-5"	1
"1405 cm-1"	1
"14086"	1
"140/90"	1
"(140)nihr"	1
"140th"	1
"(14)1]"	1
"1/4-1"	1
"14(1"	1
"14(1)"	1
"14+/-1"	1
"14±1"	1
"1410"	1
"14 × 10)"	1
"141-0"	1
"141±0"	1
"14/105"	1
"14/107"	1
"14-1126)"	1
"(-141/-138"	1
"(141/151"	1
"(141/151)"	1
"141/173)"	1
"14/123)"	1
"1413"	1
"(141/326)"	1
"141/369)"	1
"(14/14)"	1
"141-4"	1
"(14-149)"	1
"1415"	1
"(14-15"	1
"(14/15"	1
"14/15"	1
"14(15"	1
"14/162)"	1
"14-16/40"	1
"(14/17"	1
"(14/17)"	1
"14/17"	1
"1417755469"	1
"(1418"	1
"(14-18%"	1
"(14/18"	1
"(14/18)"	1
"14 185"	1
"(14-18th"	1
"(14-19"	1
"(14-19)"	1
"(141)strangeways"	1
"(1/42"	1
"14[2"	1
"142-"	1
"1420"	1
"(14/20"	1
"(14/20)"	1
"14-20%"	1
"142-0"	1
"14214-3000"	1
"142/171"	1
"14-22)"	1
"(142/253)"	1
"142/253"	1
"14/23"	1
"(14-24"	1
"(14-24%)"	1
"(14240"	1
"(14-25"	1
"(14-25th"	1
"1426"	1
"14-26"	1
"(14/27"	1
"14-28"	1
"14(28%)"	1
"142-8666"	1
"(14-29%"	1
"14%-29%"	1
"1429-32"	1
"1-43"	1
"1-4-3"	1
"1430"	1
"1430)"	1
"143025"	1
"14309/01"	1
"1431"	1
"14/31"	1
"(143/1243"	1
"(143/199)"	1
"-1433"	1
"(14/331)"	1
"14-3-3ζ-dependent"	1
"14-3-3ζ-independent"	1
"14-3-3ζ-overexpressing"	1
"(14/34)"	1
"(14/36)"	1
"14/36"	1
"(143/666)"	1
"1437"	1
"(14/370)"	1
"143-701"	1
"1439"	1
"(14/39"	1
"(14/39)"	1
"(14)3rd"	1
"(143)ukk"	1
"(=144"	1
"(1-44)"	1
"(144)"	1
"1-44"	1
"1 ± 44"	1
"14-4"	1
"(14/40"	1
"14/40"	1
"14/41"	1
"144(11"	1
"144/144"	1
"144/173"	1
"1441a > c"	1
"14-42"	1
"(144-268)"	1
"14-44"	1
"1447"	1
"14-47"	1
"14/48"	1
"(144)danish"	1
"-145"	1
"(145"	1
"(1-45"	1
"(145)"	1
"(145%)"	1
"1-45"	1
"14-5"	1
"14-50"	1
"(1451"	1
"(145/146"	1
"(145±24)"	1
"1453"	1
"(145/391)"	1
"[14-54]"	1
"(145--42"	1
"14544"	1
"14 545"	1
"1456"	1
"14-56"	1
"1457"	1
"145780"	1
"145-8"	1
"1459"	1
"(14/59)"	1
"145-9"	1
"1459-1465"	1
"1459-60"	1
"(145)monica/kora"	1
"(146"	1
"(14+/-6)"	1
"1/46"	1
"1 = 46"	1
"14(6)"	1
"146-0"	1
"1461"	1
"1461 u/l"	1
"1463)"	1
"1463-1318"	1
"(146/370)"	1
"1464"	1
"14643"	1
"146700)"	1
"1468"	1
"1468-2982"	1
"1469)"	1
"1469-0705"	1
"(146)institute"	1
"146 normal"	1
"(1/47)"	1
"(14/71)"	1
"(147/151"	1
"(147/151)"	1
"(147/181)"	1
"147/295"	1
"(14/76"	1
"1476-5381"	1
"14-78"	1
"(147)molecular"	1
"148)"	1
"148)]"	1
"1480"	1
"1481"	1
"14-82"	1
"14853"	1
"148-56"	1
"1488"	1
"(149"	1
"149+/-0"	1
"[1490-2077]"	1
"(149/1"	1
"149-1"	1
"14931t>c"	1
"1494"	1
"1495"	1
"[149-515]"	1
"149(61"	1
"1496/1493"	1
"14968"	1
"14/97"	1
"1499"	1
"(149)department"	1
"149&plusmn"	1
"14a"	1
"(14)bahceci"	1
"(14)bgi-shenzhen"	1
"14c"	1
"[14c]"	1
"[(14)c]acetate"	1
"14c-androstenedione"	1
"[(14)c]cholesterol"	1
"14 cm"	1
"[(14)c]mevalonic"	1
"(14)cognitive"	1
"(14-day"	1
"(14-day)"	1
"14 days"	1
"(14)dexeus"	1
"14-dihydro-15"	1
"14-dihydro-15-keto-prostaglandin"	1
"(14)director"	1
"(14)division"	1
"(14)dr"	1
"(14)endofrance"	1
"(14)endometriosis"	1
"(14)faculty"	1
"14-fold"	1
"14-fold)"	1
"(14)inra"	1
"(14)julius"	1
"14-kda"	1
"(14)landeskrankenanstalten-betriebsgesellschaft"	1
"(14)leuven"	1
"14-marker"	1
"14mm"	1
"(≥14 mm)"	1
"14 mm"	1
"(14)n"	1
"(14)nuffield"	1
"(14)ovarian"	1
"(14)population"	1
"(14)program"	1
"(14)service"	1
"(14sg)"	1
"(1)4th"	1
"(14)universitätsklinik"	1
"14-week-pregnant"	1
"(14)who"	1
"14--with"	1
"(14)women"	1
"14 %"	1
"14 247"	1
"14 cm"	1
"14 iu/ml"	1
"14 jour"	1
"14 mm"	1
"≥14 mm"	1
"14 months"	1
"14 ng/ml"	1
"14 patients"	1
"14 tage"	1
">15)"	1
"(≥15"	1
"(>15"	1
"(-15"	1
"(+15"	1
"(1/5)"	1
"[15"	1
"[(15"	1
"€15"	1
"∼15"	1
"1-5]"	1
"15°"	1
"15-"	1
">150"	1
"(1/50)"	1
"[150"	1
"1-50"	1
"15±0"	1
"150%"	1
"150-0"	1
" > 15 000"	1
"150001"	1
"150020"	1
"150040"	1
"(1500 iu)"	1
"1500s/mm(2)"	1
"<1500 g"	1
"1501"	1
"[1501"	1
"1501-5000"	1
"150167"	1
"(150/168)"	1
"150-2"	1
"150-225"	1
"150-230"	1
"150-250)"	1
"150-250-μm"	1
"150/30 mcg"	1
"150-390)"	1
"1504-5"	1
"1506"	1
"150-750"	1
"15077"	1
"150797-71-0"	1
"(1508"	1
"150c"	1
"150d)"	1
"150mcg"	1
"(150 mg"	1
"150mg/1"	1
"150 mo)"	1
"(150)research"	1
"150t"	1
"150 w"	1
"150 μl"	1
"150 normal"	1
"150 pmol/l"	1
"(1/51"	1
"1-5/100"	1
"15-100 ml"	1
"15/104)"	1
"15/105)"	1
"151(12)"	1
"151/151"	1
"151-1763"	1
"1512"	1
"(151/204)"	1
"15-13"	1
"(15/130)"	1
"(€1514"	1
"(15/15"	1
"(15/15)"	1
"1515/hmbci-2018-0071"	1
"1515/jomb-2015-0005"	1
"(1515 ml"	1
"1516"	1
"15/16"	1
"(15/161)"	1
"15-17"	1
"15-175"	1
"(15/18)"	1
"15/18"	1
"[15-180"	1
"(15/183)"	1
"15-18th"	1
"(15/19)"	1
"151904"	1
"(151904"	1
"(15/193"	1
"15/196"	1
"(151)department"	1
"(152"	1
"$152"	1
"1-52"	1
"(15-20%"	1
"(15/20)"	1
"15-20"	1
"15/20"	1
"(15/21)"	1
"15-21)"	1
"15/21"	1
"15213-2582"	1
"1522"	1
"(15/22)"	1
"15-22)"	1
"(15/22=68%)"	1
"15-22 years)"	1
"(15/23"	1
"[15-23]"	1
"15-23 years"	1
"15-24"	1
"15-24%"	1
"(152/499)"	1
"1525-1438"	1
"(1526"	1
"15%-26%"	1
"1526-31"	1
"15-267"	1
"15-27)"	1
"1528-35"	1
"(15-29"	1
"(15/29)"	1
"15/29-p"	1
"(152)medical"	1
"152 min"	1
"(15)2nd"	1
"-153"	1
"(153)"	1
"1-53"	1
"15∼3"	1
"1530"	1
"(15-30"	1
"15-30)"	1
"15-30%"	1
"15/30)"	1
"15/31"	1
"1531c"	1
"1531c>t"	1
"1531g > a"	1
"15/322"	1
"(153/293)"	1
"1532-a"	1
"15-33"	1
"15/35)"	1
"15-36"	1
"(15378"	1
"15/38"	1
"(15/39"	1
"153)/kg"	1
"(153)research"	1
"(15 ± 4"	1
"1-54"	1
"15-4"	1
"15/4"	1
"15 ± 4"	1
"1540"	1
"[15-40])"	1
"15-40)"	1
"15/401)"	1
"154143"	1
"15-42"	1
"1543"	1
"(15/43)"	1
"(15/432)"	1
"(15-45"	1
"15/46"	1
"(154/699)"	1
"(15/47)"	1
"1547-1555"	1
"1547-5069"	1
"15/48)"	1
"(15/480)"	1
"(15/499)"	1
"-155)]"	1
"15 ± 5"	1
"155)"	1
"1550"	1
"(15-50%"	1
"(15/50)"	1
"1550)"	1
"155(11)"	1
"15-52"	1
"1552-6356"	1
"1552-6909"	1
"155(29)"	1
"15-52 years"	1
"155/320)"	1
"155-375)"	1
"1555"	1
"(1555"	1
"15557/jou"	1
"15-56)"	1
"15/56"	1
"1557"	1
"(15/57)"	1
"155-706) sfcs/10"	1
"1558"	1
"15-58)"	1
"(155)laboratory"	1
"(156)"	1
"15-6"	1
"15-60"	1
"15/61"	1
"(15/614)"	1
"(156-244)"	1
"(1562c/t)"	1
"(-1562c>t/5546g>a)"	1
"-1562c>t/r668q"	1
"1563"	1
"(15-63)"	1
"15-63"	1
"1565)"	1
"156/5897"	1
"15-68"	1
"(15/69)"	1
"(1569)"	1
"(156)departments"	1
"156-patient"	1
"(15/70)"	1
"1571"	1
"(157/1580"	1
"1573"	1
"15-73"	1
"15-73])"	1
"1574"	1
"(15/74)"	1
"157(49)"	1
"_1575"	1
"(-1575"	1
"(15/75)"	1
"15-75%"	1
"(157+/-52"	1
"15771"	1
"(157)alzheimer"	1
"(158"	1
"(<158"	1
"1-5-8"	1
"158)"	1
"(15-80"	1
"15-80"	1
"15-80)"	1
"158-12"	1
"1583"	1
"1583)"	1
"1584"	1
"158(7)"	1
"15-887"	1
"(158)institute"	1
"158 ± 64 minutes"	1
"(1/59"	1
"1-59"	1
"1590"	1
"15-90)"	1
"1590/s1679-45082017ao3911"	1
"159(15)"	1
"(159/184"	1
"15918t>c"	1
"1594"	1
"1595-6"	1
"159(6)"	1
"1597)"	1
"(159)faculty"	1
"159-fold"	1
"159 women"	1
"(15)acute"	1
"(15)androfert"	1
"(15)anesthesiology"	1
"(15)center"	1
"(15)china"	1
"(15)clinical"	1
"(15)clinique"	1
"≥15cm"	1
"15-cm"	1
"15 cm"	1
"(15)cnrs"	1
"(15d)"	1
"(15)dammert"	1
"15-deoxy-delta12-14"	1
"15-deoxy-pgj2"	1
"15-dhet"	1
"15d-pgj(2)"	1
"(15)endofrance"	1
"(15)epidemiology"	1
"15-epi-lipoxin"	1
"15-hydroperoxyeicosatetraenoic"	1
"(15)infertility"	1
"15-keto-"	1
"15-keto-13"	1
"15-kl1/kl2"	1
"(15)klinik"	1
"(15)laboratory"	1
"(15)leuven"	1
"(15)london"	1
"15-lox-1"	1
"15-lox-2"	1
"15mcg"	1
"15mg"	1
"15-minute"	1
"15-mirna"	1
"15 mm)"	1
"15 mm3"	1
"15 mo"	1
"(>15 months)"	1
"15-months"	1
"(15)mrc"	1
"(15)national"	1
"(15)o"	1
"15%/oocyte"	1
"(15-pgdh)"	1
"15-pgdh)"	1
"15-point"	1
"15-pound"	1
"(15)professor"	1
"15q21"	1
"(15q21"	1
"15q22-24"	1
"(15)radiation"	1
"(15)reproductive"	1
"(15)society"	1
"15-substituted"	1
"15-t"	1
"[15th"	1
"15th-20th"	1
"(15)unit"	1
"(15-years"	1
"15 years"	1
"[15 μm]"	1
"15 %"	1
"15 cm"	1
"(>15 cm"	1
"15 h"	1
"1-5 years"	1
"15 ± 1"	1
"15 ± 2"	1
"<16"	1
"≤16"	1
"=16"	1
"(1-6"	1
"(16%"	1
"[$16"	1
"[16]"	1
"[16%]"	1
"$16"	1
"1-6]"	1
"1-6%)"	1
">160"	1
"(-160"	1
"[160"	1
"1-60)"	1
"16±0"	1
"160030"	1
"1600ml"	1
"1602"	1
"160-280 nm"	1
"(160/338)"	1
"(1603/4055)"	1
"160(35)"	1
"160-380"	1
"(160±4"	1
"160(41)"	1
"16050"	1
"160+/-50"	1
"1609-1615)"	1
"160g>c"	1
"(160)montpellier"	1
"160μgkg/day"	1
"160 min"	1
"160 ml"	1
"(161"	1
"(1-61)"	1
"(1/61"	1
"16(1)"	1
"16±1"	1
"16 ± 1"	1
"1610"	1
"16-10%"	1
"1610-0387"	1
"1610a>g)"	1
"1611"	1
"(161/1112"	1
"161-166"	1
"16-116 months)"	1
"-1612"	1
"16(12)"	1
"16121"	1
"1613"	1
"(161/359"	1
"[16-146])"	1
"16-15"	1
"16/15)"	1
"161-5"	1
"16-16"	1
"(16/17)"	1
"1618"	1
">16-18"	1
"(16/18)"	1
"16/18)"	1
"16-18/40"	1
"161c"	1
"161&plusmn"	1
"(162)"	1
"1-62"	1
"162%"	1
"(16/20"	1
"16-20%"	1
"16/20"	1
"16-20 weeks"	1
"(16/21)"	1
"16/21"	1
"(162-164"	1
"(16/23)"	1
"[16/23"	1
"(16-24"	1
"16-24"	1
"(16/25)"	1
"16-25)"	1
"1625-1643"	1
"16/254)"	1
"(16/26"	1
"(16/28)"	1
"1629"	1
"(16/29)"	1
"16290c"	1
"(162)institute"	1
"162 966"	1
"(163"	1
"€163"	1
"16-3"	1
"163)"	1
"16-30"	1
"(16/31"	1
"(163/179)"	1
"1632a>g"	1
"1633–1638"	1
"16-35020-legnaro"	1
"16/37"	1
"163-7"	1
"1638"	1
"(16/38)"	1
"163 ± 83 min"	1
"16-39"	1
"16390"	1
"(163)department"	1
"(16)3rd"	1
"€163 billion"	1
"163 pg ml-1"	1
"164)"	1
"164]"	1
"1640-5%"	1
"16-42"	1
"(164-282)"	1
"(164/283)"	1
"(164/338)"	1
"164±389)"	1
"16/45"	1
"16-47%"	1
"1648"	1
"(16/49)"	1
"(164)german"	1
"164&plusmn"	1
"164 ml"	1
"164 women"	1
"≥165"	1
"(165"	1
"16-50"	1
"16-50 years"	1
"-165/-162"	1
"16519c"	1
"16519t"	1
"(16/52)"	1
"16-52"	1
"165-230)"	1
"1653"	1
"16-53"	1
"165-330)"	1
"(16-54"	1
"16/54)"	1
"(16/55"	1
"(16/55)"	1
"16-55"	1
"1656"	1
"1657"	1
"165-70"	1
"(16/58)"	1
"(1659"	1
"16591671"	1
"165/a"	1
"(165)genetic"	1
"165-kda"	1
"16-60"	1
"16-61"	1
"16/61"	1
"1661g/aand"	1
"(166/237-70%)"	1
"(16/64)"	1
"1666"	1
"(1668-1772)"	1
"(166/8469)"	1
"1669"	1
"(166)endometriosis"	1
"166 u/ml"	1
"167-0"	1
"16700"	1
"1672"	1
"16-72"	1
"1·67-2·48"	1
"16-73"	1
"16-74"	1
"167653-treated"	1
"1677"	1
"1677/joe"	1
"16-78%"	1
"1679"	1
"(167)national"	1
"168/172"	1
"168/261)"	1
"(16-84)"	1
"(16/85)"	1
"16-85"	1
"[(168±58)"	1
"(1688"	1
"168937"	1
"168 ml"	1
"-169"	1
"169%"	1
"1690"	1
"1691-5"	1
"169-171"	1
"(1694"	1
"1697"	1
"169857"	1
"169-bp"	1
"-169c/t"	1
"(-169c/t"	1
"(169)research"	1
"16a-hydroxylated"	1
"16alpha-hydroxylated"	1
"16-cell"	1
"16-cells"	1
"16-cm"	1
"(16)competence"	1
"(16)copsac"	1
"16-day"	1
"16 days"	1
"(16)discovery"	1
"(16)endometriosis"	1
"16-f"	1
"(16-fold"	1
"(16)grow-school"	1
"(16)head"	1
"(16)human"	1
"(16)infertility"	1
"(16)institute"	1
"(16)instituto"	1
"16-kda"	1
"(16)ku"	1
"(16)laboratory"	1
"16-mdct"	1
"(16)medical"	1
"16 mg/ml"	1
"(16)oxford"	1
"(16)p"	1
"16p11"	1
"16p13"	1
"(16)professor"	1
"(16)public"	1
"16q"	1
"(16)research"	1
"(16)school"	1
"(16)sektion"	1
"(16)service"	1
"(16)shenzhen"	1
"16s-rrna"	1
"(16)synlab"	1
"(16)the"	1
"(16)tmu"	1
"(16)unit"	1
"(16)university"	1
"16-year"	1
"16-α"	1
"(16α-[18f]fluoro-17β-estradiol"	1
"(16α-ohe1)"	1
"(16 122"	1
"16 378"	1
"16 month"	1
"16 months"	1
"16 years"	1
"≥16 years"	1
"≤17"	1
"=17"	1
"≥17"	1
"/17"	1
"(>17"	1
"(-17"	1
"(±17"	1
"(1-7)"	1
"(1-7%)"	1
"(1%-7%)"	1
"[-17"	1
"[(17"	1
"[17%]"	1
"±17"	1
"1-7]"	1
"17%])"	1
"1-70"	1
"17±0"	1
"17 ± 0"	1
"1700"	1
"(1/7000"	1
"17007"	1
"1700816n)"	1
"1701"	1
"(170/250)"	1
"1703"	1
"(170/432)"	1
"170(5"	1
"170-8455"	1
"#17-10"	1
"17/10"	1
"17%/10%"	1
"171001"	1
"(17/108)"	1
"(1711"	1
"17 × 11 × 10  mm"	1
"17116/hirurgia2017744-48"	1
"17116/hirurgia2020111134"	1
"17116/kurort2015454-60"	1
"17116/kurort20199606132"	1
"17116/patol201476637-43"	1
"17116/patol201678320-25"	1
"17116/patol201880311-18"	1
"17116/patol20208202157"	1
"17116/patol20218301153"	1
"17-12"	1
"17(12)"	1
"17-121"	1
"17/12/2017"	1
"17/126"	1
"1713-9"	1
"(17/149)"	1
"1715"	1
"17/150"	1
"(1716t>a)"	1
"1717"	1
"(17/17"	1
"(17/177)"	1
"1718"	1
"(17/18"	1
"(17/18)"	1
"17-18"	1
"(17/183)"	1
"(17/1892)"	1
"17/19"	1
"(1719t/a"	1
"17(2)"	1
"17 × 2"	1
"17 ± 2"	1
"17-20"	1
"(17/21)"	1
"[17/21"	1
"1721)"	1
"17/2140"	1
"[172191]"	1
"172/2"	1
"(1722-1789)"	1
"(17/23"	1
"17-24)"	1
"17 × 26 cm"	1
"1727"	1
"17-27"	1
"(172/769)"	1
"17-28"	1
"172 degs"	1
"1730"	1
"[17/30"	1
"17/30)"	1
"1731"	1
"17-31%)"	1
"173/144"	1
"173/173"	1
"17337023]"	1
"17-34)"	1
"17%-34%"	1
"1738)"	1
"173-8610"	1
"-173c/g"	1
"17(3-estradiol"	1
"/-173g/c]"	1
"1-74"	1
"(17-40)"	1
"17-40"	1
"17-41"	1
"174-1"	1
"174(1"	1
"1742"	1
"(17-42"	1
"[174/266"	1
"174-311)"	1
"17-44"	1
"1746"	1
"17/46"	1
"1747"	1
"(17/48)"	1
"17/48)"	1
"1749-6632"	1
"17(5)"	1
"1750"	1
"17/50/33"	1
"(1750-850 cm-1)"	1
"17/51)"	1
"1751-486x"	1
"1752"	1
"175-2"	1
"175(2)"	1
"1753"	1
"17/53"	1
"1753-62"	1
"1754"	1
"17 543"	1
"17-55"	1
"1755-9"	1
"1756"	1
"175-6"	1
"17563"	1
"17564"	1
"(17/57"	1
"1758"	1
"17-58)"	1
"(17-59)"	1
"1759-69"	1
"(175 mg/m(2))"	1
"175 mg/m2"	1
"~176"	1
"~ 176"	1
"17-60"	1
"(1)76053"	1
"17605/osf"	1
"(1761)"	1
"17/61"	1
"176/183"	1
"176(3)"	1
"176-328"	1
"1765"	1
"(17/65)"	1
"1765-1775"	1
"1766"	1
"17666"	1
"1767-8"	1
"176-82"	1
"1/77"	1
"1+/-77"	1
"17-7"	1
"1770"	1
"(177/183"	1
"177 - 199)"	1
"177(2)"	1
"177/219)"	1
"(17-73"	1
"(1774"	1
"1776"	1
"17772/gp/1737"	1
"17-78)"	1
"(178"	1
"($178"	1
"1-78"	1
"17-8"	1
"178 ± 0"	1
"[178081]"	1
"178-2"	1
"(17/83)"	1
"178-3"	1
"1783/1471189054483807"	1
"17/848"	1
"1785"	1
"17-85"	1
"1786"	1
"17-87%)"	1
"17-88)"	1
"17-89)"	1
"17-89%)"	1
"1789-1799"	1
"17-9)"	1
"1790"	1
"1792"	1
"17/93"	1
"(179/300)"	1
"179/489"	1
"(17/95)"	1
"179/609)"	1
"1797"	1
"(17 972"	1
"17998)"	1
"179 ml"	1
"(17a-hydroxypregnenolone"	1
"17a-hydroxyprogesterone"	1
"17-alpha-6-methylprogesterone"	1
"17alpha-acetoxy"	1
"(17alpha-acetoxy-11beta-(4-n"	1
"17-alpha-acetoxyprogesterone"	1
"17-alpha-aethinyltestosteron"	1
"17-alpha-ethinyl"	1
"17alpha-ethinyl"	1
"17-alpha-ethinyl-estrenol]"	1
"17-alpha-hydroxylase"	1
"17-alpha-hydroxyprogesterone"	1
"17alpha-pentafluorethyl"	1
"(17)anatolia"	1
"(17)assistance"	1
"(17beta)"	1
"17beta-"	1
"17beta)-17-methoxy-17-(methoxymethyl)-3-oxoestra-4"	1
"(17-beta-estradiol"	1
"(17beta-estradiol"	1
"17-beta-estradiol/amh"	1
"17beta-estradiol-->high"	1
"17beta-estradiol-induced"	1
"(17beta-hsd"	1
"(17betahsd)"	1
"17-beta-hsd"	1
"(17-beta-hsd1)"	1
"17betahsd1-dependent"	1
"(17betahsd2"	1
"(17-beta-hsd2)"	1
"(17beta-hsd-2)"	1
"(17beta-hsd5)"	1
"17beta-hsdiand"	1
"17beta-hsdiiin"	1
"(17beta-hsd-type-ii)"	1
"17beta-hydroxysteroiddehydrogenase"	1
"17beta-position"	1
"17b-hsds"	1
"(17)biocenter"	1
"(17)canada"	1
"17-centromere"	1
"17cm"	1
"(17)decode"	1
"17different"	1
"(17)division"	1
"(17)emerita"	1
"(17)epidemiology"	1
"17-ethinyltestosterone"	1
"17-fluorinated"	1
"17-gauge"	1
"(17-hsd)"	1
"17-hydroxypregnenolone"	1
"17%--in"	1
"(17)institute"	1
"17-item"	1
"17-keto-"	1
"17-ketosteroids"	1
"(17)klinik"	1
"17-l"	1
"(17)laboratory"	1
"17 ml"	1
"≥ 17 mm"	1
"17-mm"	1
"(17)mrc"	1
"17 ng/ml)"	1
"17-oh"	1
"(17-ohp)"	1
"17-ohp"	1
"17-oh-progesterone"	1
"17-oxyprogesterone"	1
"(17p)"	1
"17p11"	1
"17)(p15"	1
"17pg/ml"	1
"17-position"	1
"(17)professor"	1
"(17)program"	1
"17(pynz22"	1
"(17)q"	1
"(17q11"	1
"17q22-24)"	1
"(17q25)"	1
"(17)respiratory"	1
"17ß-hsd"	1
"17ß-hsd1"	1
"(17ß-hsd5)"	1
"(17ß-hsds)"	1
"17ß-hydroxysteroid"	1
"17ß-position"	1
"(17)steno"	1
"17(th)"	1
"(17)university"	1
"(17)vanderbilt"	1
"17-veneto"	1
"17α-estradiol"	1
"17α-ethinyl"	1
"(17α-hydroxylase/17"	1
"17α-hydroxypregnenolone"	1
"(17β"	1
"(17β-"	1
"(17β)"	1
"17β)-3-(2-bromoethyl)-17-hydroxyestra-1"	1
"17β-e₂"	1
"(17β-e2)"	1
"17β-e2-induced"	1
"(17β-e2)-stimulated"	1
"17β-e2-stimulated"	1
"17β-e2-treated"	1
"17β-estradiol+progesterone"	1
"17β-estradiol-treated"	1
"17β-ethynylestradiol"	1
"(17β-hsd)"	1
"(17β-hsd-1)"	1
"(17β-hsd2"	1
"(17β-hsd-2)"	1
"(17βhsd2)"	1
"17β-hsd(s)"	1
"17β-hydroxysteroid-1"	1
"17β-hydroxysteroid-2"	1
"17β-hydroxysteroid-dehydrogenases"	1
"17 ng/ml)"	1
"17 weeks)"	1
"17 years)"	1
"17 ± 10 months"	1
"≤18"	1
"=18)"	1
"(≤18"	1
"(>18"	1
"($18"	1
"(+/-18"	1
"(1-8)"	1
"(1/8"	1
"1-8)"	1
"1+/-8"	1
"18)%]"	1
"18±0"	1
"180°"	1
"180%"	1
"1800"	1
"18004418808"	1
"1800540916"	1
"1800s"	1
"1801"	1
"180/100"	1
"18012"	1
"18014"	1
"180-240"	1
"1805"	1
"180-600)"	1
"(1806-2012)"	1
"18071"	1
"(180/789)"	1
"(180/864)"	1
"1809"	1
"18097/pbmc20196505432"	1
"18097/pbmc20206602162"	1
"180d"	1
"180-degree"	1
"180-kda"	1
"(180 mg/m(2))"	1
"180 days"	1
"(181"	1
"18–1"	1
"18 ± 1"	1
"18100"	1
"18 ± 12"	1
"(181/275)"	1
"+/-18-15"	1
"18×15"	1
"(18/150)"	1
"18/150"	1
"18/150)"	1
"18-16"	1
"(18/168)"	1
"1817"	1
"18/171"	1
"(18/18)"	1
"(18)18zentrale"	1
"18/19"	1
"-181a"	1
"(181a/g)"	1
"-181g"	1
"181 ml"	1
"18(2"	1
"18 ± 2"	1
"182)"	1
"18-20%"	1
"18/20"	1
"182-0"	1
"(18/203"	1
"18-20/40"	1
"(18-22"	1
"(182/229)"	1
"(18/23"	1
"(18/23)"	1
"18/23"	1
"(18/234"	1
"18-24)"	1
"(18/26)"	1
"18-26%)"	1
"18/26"	1
"(18/27)"	1
"182780)"	1
"1827 ml"	1
"(18-28)"	1
"(182/998)"	1
"(183"	1
"18(3)"	1
"1830 ng/ml"	1
"18-30-year-old"	1
"1831"	1
"18-31"	1
"183(1)"	1
"1832"	1
"1834"	1
"18-34%)"	1
"(183/499)"	1
"18/35"	1
"(18-36)"	1
"18/36"	1
"18-37)"	1
"(18/38"	1
"(18/39)"	1
"18-39 yr)"	1
"18-39 years"	1
"183-kda"	1
"1-84"	1
"1-84)"	1
"1/84"	1
"18-4"	1
"(18/40)"	1
"184-0"	1
"184033)"	1
"1841"	1
"(18/41)"	1
"18-41"	1
"18-41)"	1
"18/41"	1
"184(14"	1
